GeneID,Symbol,Description,FullGeneName
137838032,LOC137838032,leucoagglutinating phytohemagglutinin,leucoagglutinating phytohemagglutinin
137838033,LOC137838033,uncharacterized LOC137838033,uncharacterized LOC137838033
137838034,LOC137838034,uncharacterized LOC137838034,ERROR
137838035,LOC137838035,non-specific lipid transfer protein GPI-anchored 10,ERROR
137838036,LOC137838036,dehydrin DHN1-like,dehydrin DHN1-like
137838037,LOC137838037,heavy metal-associated isoprenylated plant protein 19-like,heavy metal-associated isoprenylated plant protein 19-like
137838038,LOC137838038,aluminum-activated malate transporter 9-like,aluminum-activated malate transporter 9-like
137838039,LOC137838039,cytochrome P450 CYP736A12-like,cytochrome P450 CYP736A12-like
137838040,LOC137838040,cytochrome P450 CYP736A12-like,cytochrome P450 CYP736A12-like
137838041,LOC137838041,cytochrome P450 CYP736A12-like,cytochrome P450 CYP736A12-like
137838042,LOC137838042,cytochrome P450 71AU50-like,cytochrome P450 71AU50-like
137838043,LOC137838043,cytochrome P450 CYP736A12-like,ERROR
137838044,LOC137838044,uncharacterized LOC137838044,ERROR
137838045,LOC137838045,"probable 3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase",ERROR
137838046,LOC137838046,protein CASP,protein CASP
137838047,LOC137838047,protein ASPARTIC PROTEASE IN GUARD CELL 1-like,protein ASPARTIC PROTEASE IN GUARD CELL 1-like
137838048,LOC137838048,"ATP-dependent Clp protease adapter protein CLPS1, chloroplastic-like","ATP-dependent Clp protease adapter protein CLPS1, chloroplastic-like"
137838049,LOC137838049,uncharacterized LOC137838049,uncharacterized LOC137838049
137838050,LOC137838050,"nudix hydrolase 20, chloroplastic-like","nudix hydrolase 20, chloroplastic-like"
137838051,LOC137838051,probable strigolactone esterase DAD2,ERROR
137838052,LOC137838052,"fe-S cluster assembly factor HCF101, chloroplastic",ERROR
137838053,LOC137838053,VIN3-like protein 1,ERROR
137838054,LOC137838054,uncharacterized LOC137838054,uncharacterized LOC137838054
137838055,LOC137838055,uncharacterized LOC137838055,uncharacterized LOC137838055
137838056,LOC137838056,copper transport protein ATX1,copper transport protein ATX1
137838057,LOC137838057,uncharacterized LOC137838057,uncharacterized LOC137838057
137838058,LOC137838058,leucine-rich repeat extensin-like protein 4,leucine-rich repeat extensin-like protein 4
137838059,LOC137838059,probable sulfate transporter 3.5,probable sulfate transporter 3.5
137838060,LOC137838060,trihelix transcription factor ENAP1,trihelix transcription factor ENAP1
137838061,LOC137838061,uncharacterized LOC137838061,ERROR
137838062,LOC137838062,ARF guanine-nucleotide exchange factor GNL2,ARF guanine-nucleotide exchange factor GNL2
137838063,LOC137838063,DNA mismatch repair protein MSH7,DNA mismatch repair protein MSH7
137838064,LOC137838064,aldehyde dehydrogenase family 2 member C4-like,ERROR
137838065,LOC137838065,multiprotein-bridging factor 1c,multiprotein-bridging factor 1c
137838066,LOC137838066,aldehyde dehydrogenase family 2 member C4-like,aldehyde dehydrogenase family 2 member C4-like
137838067,LOC137838067,uncharacterized LOC137838067,uncharacterized LOC137838067
137838068,LOC137838068,uncharacterized LOC137838068,uncharacterized LOC137838068
137838069,LOC137838069,uncharacterized LOC137838069,uncharacterized LOC137838069
137838070,LOC137838070,uncharacterized LOC137838070,ERROR
137838071,LOC137838071,kinesin-like protein KIN-13B,kinesin-like protein KIN-13B
137838072,LOC137838072,uncharacterized LOC137838072,uncharacterized LOC137838072
137838073,LOC137838073,heat stress transcription factor C-1,heat stress transcription factor C-1
137838074,LOC137838074,indole-3-pyruvate monooxygenase YUCCA2-like,indole-3-pyruvate monooxygenase YUCCA2-like
137838075,LOC137838075,probable polyol transporter 6,ERROR
137838076,LOC137838076,uncharacterized LOC137838076,uncharacterized LOC137838076
137838077,LOC137838077,"ribulose bisphosphate carboxylase/oxygenase activase, chloroplastic","ribulose bisphosphate carboxylase/oxygenase activase, chloroplastic"
137838078,LOC137838078,"probable chlorophyll(ide) b reductase NYC1, chloroplastic","probable chlorophyll(ide) b reductase NYC1, chloroplastic"
137838079,LOC137838079,proline-rich receptor-like protein kinase PERK1,ERROR
137838080,LOC137838080,subtilisin-like protease SBT6.1,ERROR
137838081,LOC137838081,uncharacterized LOC137838081,ERROR
137838082,LOC137838082,peroxisomal fatty acid beta-oxidation multifunctional protein AIM1,peroxisomal fatty acid beta-oxidation multifunctional protein AIM1
137838083,LOC137838083,protein tesmin/TSO1-like CXC 5,protein tesmin/TSO1-like CXC 5
137838084,LOC137838084,rho guanine nucleotide exchange factor 8-like,rho guanine nucleotide exchange factor 8-like
137838085,LOC137838085,probable protein ABIL5,probable protein ABIL5
137838086,LOC137838086,uncharacterized LOC137838086,uncharacterized LOC137838086
137838087,LOC137838087,AUGMIN subunit 1,AUGMIN subunit 1
137838088,LOC137838088,pre-mRNA-splicing factor ATP-dependent RNA helicase DEAH7-like,pre-mRNA-splicing factor ATP-dependent RNA helicase DEAH7-like
137838089,LOC137838089,pre-mRNA-splicing factor ATP-dependent RNA helicase DEAH7-like,pre-mRNA-splicing factor ATP-dependent RNA helicase DEAH7-like
137838090,LOC137838090,protein LIKE COV 1-like,protein LIKE COV 1-like
137838091,LOC137838091,protein CONTINUOUS VASCULAR RING 1-like,ERROR
137838092,LOC137838092,uncharacterized LOC137838092,ERROR
137838093,LOC137838093,probable plastidic glucose transporter 2,ERROR
137838094,LOC137838094,uncharacterized LOC137838094,uncharacterized LOC137838094
137838095,LOC137838095,cyclin-dependent kinase F-1-like,cyclin-dependent kinase F-1-like
137838096,LOC137838096,uncharacterized LOC137838096,uncharacterized LOC137838096
137838097,LOC137838097,rac-like GTP-binding protein ARAC7,rac-like GTP-binding protein ARAC7
137838098,LOC137838098,peroxiredoxin-2B-like,peroxiredoxin-2B-like
137838099,LOC137838099,DNA-directed RNA polymerases II and IV subunit 5A,ERROR
137838100,LOC137838100,transcription factor bHLH68-like,transcription factor bHLH68-like
137838101,LOC137838101,uncharacterized LOC137838101,uncharacterized LOC137838101
137838102,LOC137838102,uncharacterized LOC137838102,uncharacterized LOC137838102
137838103,LOC137838103,auxin-responsive protein IAA27,ERROR
137838104,LOC137838104,uncharacterized LOC137838104,ERROR
137838105,LOC137838105,uncharacterized LOC137838105,uncharacterized LOC137838105
137838106,LOC137838106,uncharacterized LOC137838106,uncharacterized LOC137838106
137838107,LOC137838107,uncharacterized LOC137838107,uncharacterized LOC137838107
137838108,LOC137838108,uncharacterized LOC137838108,uncharacterized LOC137838108
137838109,LOC137838109,"polyprotein of EF-Ts, chloroplastic",ERROR
137838110,LOC137838110,protein SPEAR3-like,protein SPEAR3-like
137838111,LOC137838111,probable xyloglucan endotransglucosylase/hydrolase protein 26,probable xyloglucan endotransglucosylase/hydrolase protein 26
137838112,LOC137838112,casein kinase 1-like protein 3,casein kinase 1-like protein 3
137838113,LOC137838113,"probable lactoylglutathione lyase, chloroplastic","probable lactoylglutathione lyase, chloroplastic"
137838114,LOC137838114,ninja-family protein mc410,ERROR
137838115,LOC137838115,E3 ubiquitin-protein ligase ATL42,ERROR
137838116,LOC137838116,protein phosphatase 2C and cyclic nucleotide-binding/kinase domain-containing protein,protein phosphatase 2C and cyclic nucleotide-binding/kinase domain-containing protein
137838117,LOC137838117,sugar transport protein 14-like,sugar transport protein 14-like
137838118,LOC137838118,probable glycosyltransferase At3g07620,probable glycosyltransferase At3g07620
137838119,LOC137838119,ethylene-responsive transcription factor TINY-like,ethylene-responsive transcription factor TINY-like
137838120,LOC137838120,protein unc-13 homolog,protein unc-13 homolog
137838121,LOC137838121,dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A,ERROR
137838122,LOC137838122,lachrymatory-factor synthase-like,lachrymatory-factor synthase-like
137838123,LOC137838123,uncharacterized LOC137838123,uncharacterized LOC137838123
137838124,LOC137838124,golgin candidate 1,golgin candidate 1
137838125,LOC137838125,uncharacterized LOC137838125,uncharacterized LOC137838125
137838126,LOC137838126,"senescence/dehydration-associated protein At4g35985, chloroplastic-like","senescence/dehydration-associated protein At4g35985, chloroplastic-like"
137838127,LOC137838127,putative ABC transporter B family member 8,putative ABC transporter B family member 8
137838128,LOC137838128,cytidine deaminase 1-like,ERROR
137838129,LOC137838129,uncharacterized LOC137838129,uncharacterized LOC137838129
137838130,LOC137838130,uncharacterized LOC137838130,uncharacterized LOC137838130
137838131,LOC137838131,uncharacterized LOC137838131,uncharacterized LOC137838131
137838132,LOC137838132,transcription factor MYBS3-like,transcription factor MYBS3-like
137838133,LOC137838133,tetraspanin-2-like,ERROR
137838134,LOC137838134,small ribosomal subunit protein bTHXc-like,ERROR
137838135,LOC137838135,protein EFFECTOR OF TRANSCRIPTION 2-like,ERROR
137838136,LOC137838136,protein NDL1-like,protein NDL1-like
137838137,LOC137838137,NADP-dependent malic enzyme-like,NADP-dependent malic enzyme-like
137838138,LOC137838138,2-oxoglutarate-Fe(II) type oxidoreductase hxnY-like,2-oxoglutarate-Fe(II) type oxidoreductase hxnY-like
137838139,LOC137838139,uncharacterized LOC137838139,ERROR
137838140,LOC137838140,"pentatricopeptide repeat-containing protein At2g15690, mitochondrial-like",ERROR
137838141,LOC137838141,"probable acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase, mitochondrial",ERROR
137838142,LOC137838142,mitochondrial carrier protein CoAc2,mitochondrial carrier protein CoAc2
137838143,LOC137838143,uncharacterized LOC137838143,uncharacterized LOC137838143
137838144,LOC137838144,probable protein arginine N-methyltransferase 1,probable protein arginine N-methyltransferase 1
137838145,LOC137838145,histone H4,ERROR
137838146,LOC137838146,1-aminocyclopropane-1-carboxylate synthase 7-like,ERROR
137838147,LOC137838147,probable phospholipase A2 homolog 1,ERROR
137838148,LOC137838148,probable caffeoyl-CoA O-methyltransferase At4g26220,probable caffeoyl-CoA O-methyltransferase At4g26220
137838149,LOC137838149,deoxyhypusine synthase,deoxyhypusine synthase
137838150,LOC137838150,uncharacterized LOC137838150,uncharacterized LOC137838150
137838151,LOC137838151,vacuolar protein sorting-associated protein 32 homolog 2-like,ERROR
137838152,LOC137838152,meiotic nuclear division protein 1 homolog,ERROR
137838153,LOC137838153,pentatricopeptide repeat-containing protein At3g14330-like,ERROR
137838154,LOC137838154,large ribosomal subunit protein eL31,large ribosomal subunit protein eL31
137838155,LOC137838155,probable LRR receptor-like serine/threonine-protein kinase At4g29180,probable LRR receptor-like serine/threonine-protein kinase At4g29180
137838156,LOC137838156,zinc finger CCCH domain-containing protein 20-like,zinc finger CCCH domain-containing protein 20-like
137838157,LOC137838157,glutathione hydrolase 3,glutathione hydrolase 3
137838158,LOC137838158,uncharacterized LOC137838158,uncharacterized LOC137838158
137838159,LOC137838159,uncharacterized LOC137838159,ERROR
137838160,LOC137838160,AP-4 complex subunit sigma,ERROR
137838161,LOC137838161,ATP-dependent 6-phosphofructokinase 3,ATP-dependent 6-phosphofructokinase 3
137838162,LOC137838162,NAC domain-containing protein 75,ERROR
137838163,LOC137838163,leucine-rich repeat extensin-like protein 4,leucine-rich repeat extensin-like protein 4
137838164,LOC137838164,acid phosphatase 1-like,acid phosphatase 1-like
137838165,LOC137838165,uncharacterized LOC137838165,uncharacterized LOC137838165
137838166,LOC137838166,uncharacterized LOC137838166,ERROR
137838167,LOC137838167,profilin-4,ERROR
137838168,LOC137838168,mitogen-activated protein kinase kinase 6,ERROR
137838169,LOC137838169,protein OXIDATIVE STRESS 3-like,protein OXIDATIVE STRESS 3-like
137838170,LOC137838170,"arginine--tRNA ligase, chloroplastic/mitochondrial-like","arginine--tRNA ligase, chloroplastic/mitochondrial-like"
137838171,LOC137838171,"arginine--tRNA ligase, chloroplastic/mitochondrial-like","arginine--tRNA ligase, chloroplastic/mitochondrial-like"
137838172,LOC137838172,DNA-directed RNA polymerase III subunit 2,ERROR
137838173,LOC137838173,serine/threonine-protein kinase VPS15,ERROR
137838174,LOC137838174,probable pectinesterase 53,probable pectinesterase 53
137838175,LOC137838175,protein IQ-domain 26-like,ERROR
137838176,LOC137838176,uncharacterized LOC137838176,uncharacterized LOC137838176
137838177,LOC137838177,protein DETOXIFICATION 51-like,protein DETOXIFICATION 51-like
137838178,LOC137838178,cytochrome c oxidase copper chaperone 1-like,cytochrome c oxidase copper chaperone 1-like
137838179,LOC137838179,receptor-like protein kinase 5,ERROR
137838180,LOC137838180,hexokinase-1-like,ERROR
137838181,LOC137838181,receptor-like protein kinase HSL1,receptor-like protein kinase HSL1
137838182,LOC137838182,receptor-like protein kinase HSL1,receptor-like protein kinase HSL1
137838183,LOC137838183,mitochondrial import inner membrane translocase subunit TIM17-2-like,mitochondrial import inner membrane translocase subunit TIM17-2-like
137838184,LOC137838184,DNA (cytosine-5)-methyltransferase CMT3-like,DNA (cytosine-5)-methyltransferase CMT3-like
137838185,LOC137838185,uncharacterized LOC137838185,uncharacterized LOC137838185
137838186,LOC137838186,cytochrome B5-like protein,cytochrome B5-like protein
137838187,LOC137838187,probable RNA-dependent RNA polymerase 5,probable RNA-dependent RNA polymerase 5
137838188,LOC137838188,SNW/SKI-interacting protein A,SNW/SKI-interacting protein A
137838189,LOC137838189,"thioredoxin-like 2, chloroplastic","thioredoxin-like 2, chloroplastic"
137838190,LOC137838190,PRA1 family protein F2-like,ERROR
137838191,LOC137838191,uncharacterized LOC137838191,ERROR
137838192,LOC137838192,"protein OSB2, chloroplastic-like",ERROR
137838193,LOC137838193,phospholipase A2-alpha,phospholipase A2-alpha
137838194,LOC137838194,uncharacterized LOC137838194,uncharacterized LOC137838194
137838195,LOC137838195,sodium transporter HKT1-like,sodium transporter HKT1-like
137838196,LOC137838196,uncharacterized LOC137838196,ERROR
137838197,LOC137838197,methyl-CpG-binding domain-containing protein 2-like,ERROR
137838198,LOC137838198,auxin response factor 19-like,ERROR
137838199,LOC137838199,U-box domain-containing protein 52-like,U-box domain-containing protein 52-like
137838200,LOC137838200,FCS-Like Zinc finger 6-like,FCS-Like Zinc finger 6-like
137838201,LOC137838201,pollen receptor-like kinase 2,pollen receptor-like kinase 2
137838202,LOC137838202,protein APEM9,ERROR
137838203,LOC137838203,uncharacterized LOC137838203,ERROR
137838204,LOC137838204,cycloartenol synthase 2-like,ERROR
137838205,LOC137838205,TORTIFOLIA1-like protein 2,TORTIFOLIA1-like protein 2
137838206,LOC137838206,cycloartenol synthase,cycloartenol synthase
137838207,LOC137838207,lupeol synthase,lupeol synthase
137838208,LOC137838208,serine/threonine-protein kinase STY13-like,serine/threonine-protein kinase STY13-like
137838209,LOC137838209,uncharacterized LOC137838209,uncharacterized LOC137838209
137838210,LOC137838210,uncharacterized LOC137838210,uncharacterized LOC137838210
137838211,LOC137838211,secreted RxLR effector protein 161-like,ERROR
137838212,LOC137838212,oligopeptide transporter 4-like,ERROR
137838213,LOC137838213,putative F-box protein At3g16210,putative F-box protein At3g16210
137838214,LOC137838214,"WEB family protein At5g16730, chloroplastic-like","WEB family protein At5g16730, chloroplastic-like"
137838215,LOC137838215,heat shock protein 83-like,ERROR
137838216,LOC137838216,uncharacterized LOC137838216,uncharacterized LOC137838216
137838217,LOC137838217,probable receptor-like protein kinase At5g24010,probable receptor-like protein kinase At5g24010
137838218,LOC137838218,F-box/kelch-repeat protein At3g06240-like,F-box/kelch-repeat protein At3g06240-like
137838219,LOC137838219,heat shock protein 83-like,heat shock protein 83-like
137838220,LOC137838220,uncharacterized LOC137838220,uncharacterized LOC137838220
137838221,LOC137838221,uncharacterized LOC137838221,uncharacterized LOC137838221
137838222,LOC137838222,uncharacterized LOC137838222,uncharacterized LOC137838222
137838223,LOC137838223,uncharacterized LOC137838223,uncharacterized LOC137838223
137838224,LOC137838224,uncharacterized LOC137838224,uncharacterized LOC137838224
137838225,LOC137838225,uncharacterized LOC137838225,ERROR
137838226,LOC137838226,uncharacterized LOC137838226,ERROR
137838227,LOC137838227,F-box/kelch-repeat protein At3g06240-like,F-box/kelch-repeat protein At3g06240-like
137838228,LOC137838228,uncharacterized LOC137838228,ERROR
137838229,LOC137838229,uncharacterized LOC137838229,uncharacterized LOC137838229
137838230,LOC137838230,chromatin-remodeling ATPase INO80-like,chromatin-remodeling ATPase INO80-like
137838231,LOC137838231,putative disease resistance protein RGA3,putative disease resistance protein RGA3
137838232,LOC137838232,uncharacterized LOC137838232,ERROR
137838233,LOC137838233,uncharacterized LOC137838233,ERROR
137838234,LOC137838234,uncharacterized mitochondrial protein AtMg00810-like,ERROR
137838235,LOC137838235,uncharacterized LOC137838235,uncharacterized LOC137838235
137838236,LOC137838236,uncharacterized LOC137838236,uncharacterized LOC137838236
137838237,LOC137838237,putative calcium-binding protein CML23,putative calcium-binding protein CML23
137838238,LOC137838238,uncharacterized LOC137838238,ERROR
137838239,LOC137838239,uncharacterized LOC137838239,uncharacterized LOC137838239
137838240,LOC137838240,uncharacterized LOC137838240,uncharacterized LOC137838240
137838241,LOC137838241,uncharacterized LOC137838241,uncharacterized LOC137838241
137838242,LOC137838242,cystinosin homolog,ERROR
137838243,LOC137838243,uncharacterized LOC137838243,ERROR
137838244,LOC137838244,serine carboxypeptidase-like 35,serine carboxypeptidase-like 35
137838245,LOC137838245,uncharacterized LOC137838245,uncharacterized LOC137838245
137838246,LOC137838246,uncharacterized LOC137838246,uncharacterized LOC137838246
137838247,LOC137838247,uncharacterized LOC137838247,uncharacterized LOC137838247
137838248,LOC137838248,uncharacterized mitochondrial protein AtMg00810-like,uncharacterized mitochondrial protein AtMg00810-like
137838249,LOC137838249,uncharacterized LOC137838249,uncharacterized LOC137838249
137838250,LOC137838250,uncharacterized LOC137838250,ERROR
137838251,LOC137838251,uncharacterized LOC137838251,uncharacterized LOC137838251
137838252,LOC137838252,uncharacterized LOC137838252,ERROR
137838253,LOC137838253,uncharacterized LOC137838253,uncharacterized LOC137838253
137838254,LOC137838254,uncharacterized LOC137838254,uncharacterized LOC137838254
137838255,LOC137838255,uncharacterized LOC137838255,ERROR
137838256,LOC137838256,protein PUTATIVE RECOMBINATION INITIATION DEFECT 1-like,protein PUTATIVE RECOMBINATION INITIATION DEFECT 1-like
137838257,LOC137838257,F-box protein At5g49610-like,F-box protein At5g49610-like
137838258,LOC137838258,uncharacterized LOC137838258,uncharacterized LOC137838258
137838259,LOC137838259,uncharacterized LOC137838259,uncharacterized LOC137838259
137838260,LOC137838260,uncharacterized LOC137838260,ERROR
137838261,LOC137838261,uncharacterized LOC137838261,uncharacterized LOC137838261
137838262,LOC137838262,uncharacterized LOC137838262,uncharacterized LOC137838262
137838263,LOC137838263,uncharacterized LOC137838263,uncharacterized LOC137838263
137838264,LOC137838264,uncharacterized LOC137838264,uncharacterized LOC137838264
137838265,LOC137838265,uncharacterized LOC137838265,uncharacterized LOC137838265
137838266,LOC137838266,uncharacterized LOC137838266,uncharacterized LOC137838266
137838267,LOC137838267,uncharacterized LOC137838267,uncharacterized LOC137838267
137838268,LOC137838268,uncharacterized LOC137838268,ERROR
137838269,LOC137838269,uncharacterized LOC137838269,ERROR
137838270,LOC137838270,uncharacterized LOC137838270,ERROR
137838271,LOC137838271,uncharacterized LOC137838271,uncharacterized LOC137838271
137838272,LOC137838272,uncharacterized LOC137838272,uncharacterized LOC137838272
137838273,LOC137838273,uncharacterized LOC137838273,uncharacterized LOC137838273
137838274,LOC137838274,uncharacterized mitochondrial protein AtMg00810-like,uncharacterized mitochondrial protein AtMg00810-like
137838275,LOC137838275,uncharacterized mitochondrial protein AtMg00820-like,ERROR
137838276,LOC137838276,secreted RxLR effector protein 161-like,secreted RxLR effector protein 161-like
137838277,LOC137838277,uncharacterized LOC137838277,ERROR
137838278,LOC137838278,uncharacterized LOC137838278,uncharacterized LOC137838278
137838279,LOC137838279,uncharacterized LOC137838279,uncharacterized LOC137838279
137838280,LOC137838280,ruBisCO large subunit-binding protein subunit alpha,ruBisCO large subunit-binding protein subunit alpha
137838281,LOC137838281,uncharacterized LOC137838281,ERROR
137838282,LOC137838282,uncharacterized LOC137838282,uncharacterized LOC137838282
137838283,LOC137838283,uncharacterized LOC137838283,uncharacterized LOC137838283
137838284,LOC137838284,protein FAR1-RELATED SEQUENCE 5-like,protein FAR1-RELATED SEQUENCE 5-like
137838285,LOC137838285,uncharacterized LOC137838285,uncharacterized LOC137838285
137838286,LOC137838286,uncharacterized LOC137838286,uncharacterized LOC137838286
137838287,LOC137838287,uncharacterized LOC137838287,uncharacterized LOC137838287
137838288,LOC137838288,uncharacterized LOC137838288,uncharacterized LOC137838288
137838289,LOC137838289,uncharacterized LOC137838289,uncharacterized LOC137838289
137838290,LOC137838290,uncharacterized LOC137838290,uncharacterized LOC137838290
137838291,LOC137838291,uncharacterized LOC137838291,ERROR
137838292,LOC137838292,uncharacterized LOC137838292,uncharacterized LOC137838292
137838293,LOC137838293,uncharacterized LOC137838293,ERROR
137838294,LOC137838294,uncharacterized LOC137838294,ERROR
137838295,LOC137838295,uncharacterized LOC137838295,uncharacterized LOC137838295
137838296,LOC137838296,uncharacterized LOC137838296,uncharacterized LOC137838296
137838297,LOC137838297,uncharacterized LOC137838297,uncharacterized LOC137838297
137838298,LOC137838298,uncharacterized LOC137838298,ERROR
137838299,LOC137838299,uncharacterized LOC137838299,uncharacterized LOC137838299
137838300,LOC137838300,uncharacterized LOC137838300,uncharacterized LOC137838300
137838301,LOC137838301,uncharacterized LOC137838301,uncharacterized LOC137838301
137838302,LOC137838302,uncharacterized LOC137838302,uncharacterized LOC137838302
137838303,LOC137838303,uncharacterized mitochondrial protein AtMg00810-like,uncharacterized mitochondrial protein AtMg00810-like
137838304,LOC137838304,uncharacterized LOC137838304,uncharacterized LOC137838304
137838305,LOC137838305,LOB domain-containing protein 20-like,LOB domain-containing protein 20-like
137838306,LOC137838306,uncharacterized LOC137838306,uncharacterized LOC137838306
137838307,LOC137838307,uncharacterized LOC137838307,ERROR
137838308,LOC137838308,uncharacterized LOC137838308,uncharacterized LOC137838308
137838309,LOC137838309,uncharacterized LOC137838309,uncharacterized LOC137838309
137838310,LOC137838310,uncharacterized LOC137838310,uncharacterized LOC137838310
137838311,LOC137838311,uncharacterized LOC137838311,uncharacterized LOC137838311
137838312,LOC137838312,uncharacterized LOC137838312,uncharacterized LOC137838312
137838313,LOC137838313,uncharacterized LOC137838313,uncharacterized LOC137838313
137838314,LOC137838314,uncharacterized LOC137838314,ERROR
137838315,LOC137838315,uncharacterized LOC137838315,uncharacterized LOC137838315
137838316,LOC137838316,uncharacterized LOC137838316,ERROR
137838317,LOC137838317,heavy metal-associated isoprenylated plant protein 21-like,ERROR
137838318,LOC137838318,uncharacterized LOC137838318,uncharacterized LOC137838318
137838319,LOC137838319,uncharacterized LOC137838319,uncharacterized LOC137838319
137838320,LOC137838320,uncharacterized LOC137838320,uncharacterized LOC137838320
137838321,LOC137838321,uncharacterized LOC137838321,uncharacterized LOC137838321
137838322,LOC137838322,uncharacterized LOC137838322,ERROR
137838323,LOC137838323,uncharacterized LOC137838323,ERROR
137838324,LOC137838324,uncharacterized mitochondrial protein AtMg00810-like,ERROR
137838325,LOC137838325,uncharacterized LOC137838325,uncharacterized LOC137838325
137838326,LOC137838326,uncharacterized LOC137838326,uncharacterized LOC137838326
137838327,LOC137838327,uncharacterized mitochondrial protein AtMg00240-like,uncharacterized mitochondrial protein AtMg00240-like
137838328,LOC137838328,adenosine kinase 2-like,adenosine kinase 2-like
137838329,LOC137838329,P-loop NTPase domain-containing protein LPA1 homolog 1-like,ERROR
137838330,LOC137838330,uncharacterized LOC137838330,ERROR
137838331,LOC137838331,uncharacterized LOC137838331,ERROR
137838332,LOC137838332,uncharacterized LOC137838332,uncharacterized LOC137838332
137838333,LOC137838333,uncharacterized LOC137838333,uncharacterized LOC137838333
137838334,LOC137838334,uncharacterized LOC137838334,uncharacterized LOC137838334
137838335,LOC137838335,uncharacterized LOC137838335,uncharacterized LOC137838335
137838336,LOC137838336,uncharacterized LOC137838336,uncharacterized LOC137838336
137838337,LOC137838337,uncharacterized LOC137838337,uncharacterized LOC137838337
137838338,LOC137838338,uncharacterized LOC137838338,ERROR
137838339,LOC137838339,uncharacterized LOC137838339,uncharacterized LOC137838339
137838340,LOC137838340,uncharacterized LOC137838340,uncharacterized LOC137838340
137838341,LOC137838341,uncharacterized LOC137838341,uncharacterized LOC137838341
137838342,LOC137838342,uncharacterized LOC137838342,uncharacterized LOC137838342
137838343,LOC137838343,receptor-like protein EIX2,ERROR
137838344,LOC137838344,uncharacterized LOC137838344,ERROR
137838345,LOC137838345,uncharacterized LOC137838345,ERROR
137838346,LOC137838346,uncharacterized LOC137838346,uncharacterized LOC137838346
137838347,LOC137838347,uncharacterized LOC137838347,uncharacterized LOC137838347
137838348,LOC137838348,FBD-associated F-box protein At5g56370-like,FBD-associated F-box protein At5g56370-like
137838349,LOC137838349,uncharacterized LOC137838349,ERROR
137838350,LOC137838350,uncharacterized LOC137838350,ERROR
137838351,LOC137838351,uncharacterized LOC137838351,uncharacterized LOC137838351
137838352,LOC137838352,uncharacterized LOC137838352,uncharacterized LOC137838352
137838353,LOC137838353,uncharacterized LOC137838353,uncharacterized LOC137838353
137838354,LOC137838354,receptor-like protein EIX2,receptor-like protein EIX2
137838355,LOC137838355,uncharacterized LOC137838355,uncharacterized LOC137838355
137838356,LOC137838356,uncharacterized LOC137838356,uncharacterized LOC137838356
137838357,LOC137838357,uncharacterized LOC137838357,uncharacterized LOC137838357
137838358,LOC137838358,replication protein A 70 kDa DNA-binding subunit C-like,replication protein A 70 kDa DNA-binding subunit C-like
137838359,LOC137838359,uncharacterized LOC137838359,ERROR
137838360,LOC137838360,uncharacterized LOC137838360,ERROR
137838361,LOC137838361,uncharacterized LOC137838361,uncharacterized LOC137838361
137838362,LOC137838362,uncharacterized LOC137838362,uncharacterized LOC137838362
137838363,LOC137838363,uncharacterized LOC137838363,uncharacterized LOC137838363
137838364,LOC137838364,uncharacterized LOC137838364,ERROR
137838365,LOC137838365,"WEB family protein At5g16730, chloroplastic-like","WEB family protein At5g16730, chloroplastic-like"
137838366,LOC137838366,uncharacterized LOC137838366,ERROR
137838367,LOC137838367,leucine-rich repeat extensin-like protein 3,leucine-rich repeat extensin-like protein 3
137838368,LOC137838368,uncharacterized LOC137838368,uncharacterized LOC137838368
137838369,LOC137838369,uncharacterized LOC137838369,uncharacterized LOC137838369
137838370,LOC137838370,uncharacterized LOC137838370,uncharacterized LOC137838370
137838371,LOC137838371,uncharacterized LOC137838371,uncharacterized LOC137838371
137838372,LOC137838372,uncharacterized LOC137838372,uncharacterized LOC137838372
137838373,LOC137838373,uncharacterized LOC137838373,ERROR
137838374,LOC137838374,uncharacterized LOC137838374,ERROR
137838375,LOC137838375,uncharacterized LOC137838375,ERROR
137838376,LOC137838376,protein TRACHEARY ELEMENT DIFFERENTIATION-RELATED 7A-like,protein TRACHEARY ELEMENT DIFFERENTIATION-RELATED 7A-like
137838377,LOC137838377,uncharacterized LOC137838377,uncharacterized LOC137838377
137838378,LOC137838378,uncharacterized LOC137838378,uncharacterized LOC137838378
137838379,LOC137838379,uncharacterized LOC137838379,ERROR
137838380,LOC137838380,uncharacterized LOC137838380,ERROR
137838381,LOC137838381,uncharacterized LOC137838381,uncharacterized LOC137838381
137838382,LOC137838382,uncharacterized LOC137838382,uncharacterized LOC137838382
137838383,LOC137838383,uncharacterized LOC137838383,uncharacterized LOC137838383
137838384,LOC137838384,uncharacterized LOC137838384,uncharacterized LOC137838384
137838385,LOC137838385,uncharacterized LOC137838385,uncharacterized LOC137838385
137838386,LOC137838386,secreted RxLR effector protein 161-like,ERROR
137838387,LOC137838387,uncharacterized LOC137838387,ERROR
137838388,LOC137838388,uncharacterized LOC137838388,uncharacterized LOC137838388
137838389,LOC137838389,uncharacterized LOC137838389,ERROR
137838390,LOC137838390,uncharacterized LOC137838390,uncharacterized LOC137838390
